Japan;JPN;Total East Asia;OECD
Jersey;JEY;Total West Europe;Non-OECD
Jordan;JOR;Total West Asia;Non-OECD
Kazakhstan;KAZ;Total E_ Europe & C_ Asia;Non-OECD
Kenya;KEN;Total Africa;Non-OECD
Kiribati;KIR;Total Various;Non-OECD
Korea, Democratic People's Republic of;PRK;Total East Asia;Non-OECD
Korea, Republic of;KOR;Total East Asia;OECD
Kuwait;KWT;Total West Asia;Non-OECD
Kyrgyzstan;KGZ;Total E_ Europe & C_ Asia;Non-OECD
Lao People's Democratic Republic;LAO;Total East Asia;Non-OECD
Latvia;LVA;Total E_ Europe & C_ Asia;OECD
Lebanon;LBN;Total West Asia;Non-OECD
Lesotho;LSO;Total Africa;Non-OECD
Liberia;LBR;Total Africa;Non-OECD
Libya;LBY;Total Africa;Non-OECD
Liechtenstein;LIE;Total West Europe;Non-OECD
Lithuania;LTU;Total E_ Europe & C_ Asia;OECD
Luxembourg;LUX;Total West Europe;OECD
Macao;MAC;Total East Asia;Non-OECD
Macedonia, the former Yugoslav Republic of;MKD;Total Central Europe;Non-OECD
Madagascar;MDG;Total Africa;Non-OECD
Malawi;MWI;Total Africa;Non-OECD
Malaysia;MYS;Total East Asia;Non-OECD
Maldives;MDV;Total Various;Non-OECD
Mali;MLI;Total Africa;Non-OECD
Malta;MLT;Total West Europe;Non-OECD
Marshall Islands;MHL;Total West Europe;Non-OECD
Martinique;MTQ;Total Latin America;Non-OECD
Mauritania;MRT;Total Africa;Non-OECD
Mauritius;MUS;Total Africa;Non-OECD
Mayotte;MYT;Total Africa;Non-OECD
Mexico;MEX;Total Latin America;OECD
Micronesia, Federated States of;FSM;Total Various;Non-OECD
Moldova, Republic of;MDA;Total E_ Europe & C_ Asia;Non-OECD
Monaco;MCO;Total West Europe;Non-OECD
Mongolia;MNG;Total East Asia;Non-OECD
Montenegro;MNE;Total Central Europe;Non-OECD
Montserrat;MSR;Total Latin America;Non-OECD
Morocco;MAR;Total Africa;Non-OECD
Mozambique;MOZ;Total Africa;Non-OECD
Myanmar;MMR;Total East Asia;Non-OECD
Namibia;NAM;Total Africa;Non-OECD
Nauru;NRU;Total Various;Non-OECD
Nepal;NPL;Total South Asia;Non-OECD
Netherlands;NLD;Total West Europe;OECD
New Caledonia;NCL;Total Oceania;Non-OECD
New Zealand;NZL;Total Oceania;OECD
Nicaragua;NIC;Total Latin America;Non-OECD
Niger;NER;Total Africa;Non-OECD
Nigeria;NGA;Total Africa;Non-OECD
Niue;NIU;Total Various;Non-OECD
Norfolk Island;NFK;Total Various;Non-OECD
Northern Mariana Islands;MNP;Total Various;Non-OECD
Norway;NOR;Total West Europe;OECD
Oman;OMN;Total West Asia;Non-OECD
Pakistan;PAK;Total South Asia;Non-OECD
Palau;PLW;Total Various;Non-OECD
Palestine, State of;PSE;Total West Asia;Non-OECD
Panama;PAN;Total Latin America;Non-OECD
Papua New Guinea;PNG;Total Oceania;Non-OECD
Paraguay;PRY;Total Latin America;Non-OECD
Peru;PER;Total Latin America;Non-OECD
Philippines;PHL;Total East Asia;Non-OECD
Pitcairn;PCN;Total Various;Non-OECD
Poland;POL;Total Central Europe;OECD
Portugal;PRT;Total West Europe;OECD
Puerto Rico;PRI;Total Latin America;Non-OECD
Qatar;QAT;Total West Asia;Non-OECD
Reunion;REU;Total Africa;Non-OECD
Romania;ROU;Total Central Europe;Non-OECD
Russian Federation;RUS;Total E_ Europe & C_ Asia;Non-OECD
Rwanda;RWA;Total Africa;Non-OECD
Saint Barthelemy;BLM;Total Latin America;Non-OECD
Saint Helena, Ascension and Tristan da Cunha;SHN;Total Various;Non-OECD
Saint Kitts and Nevis;KNA;Total Latin America;Non-OECD
Saint Lucia;LCA;Total Latin America;Non-OECD
Saint Martin (French part);MAF;Total Latin America;Non-OECD
Saint Pierre and Miquelon;SPM;Total Various;Non-OECD
Saint Vincent and the Grenadines;VCT;Total Latin America;Non-OECD
Samoa;WSM;Total Various;Non-OECD
San Marino;SMR;Total West Europe;Non-OECD
Sao Tome and Principe;STP;Total Africa;Non-OECD
Saudi Arabia;SAU;Total West Asia;Non-OECD
Senegal;SEN;Total Africa;Non-OECD
Serbia;SRB;Total Central Europe;Non-OECD
Seychelles;SYC;Total Africa;Non-OECD
Sierra Leone;SLE;Total Africa;Non-OECD
Singapore;SGP;Total East Asia;Non-OECD
Sint Maarten (Dutch part);SXM;Total Latin America;Non-OECD
Slovakia;SVK;Total Central Europe;OECD
Slovenia;SVN;Total Central Europe;OECD
Solomon Islands;SLB;Total Various;Non-OECD
Somalia;SOM;Total Africa;Non-OECD
South Africa;ZAF;Total Africa;Non-OECD
South Georgia and the South Sandwich Islands;SGS;Total Various;Non-OECD
South Sudan;SSD;Total Africa;Non-OECD
Spain;ESP;Total West Europe;OECD
Sri Lanka;LKA;Total South Asia;Non-OECD
Sudan;SDN;Total Africa;Non-OECD
Suriname;SUR;Total Latin America;Non-OECD
Svalbard and Jan Mayen;SJM;Total Various;Non-OECD
Swaziland;SWZ;Total Africa;Non-OECD
Sweden;SWE;Total West Europe;OECD
Switzerland;CHE;Total West Europe;OECD
Syrian Arab Republic;SYR;Total West Asia;Non-OECD
Taiwan, Province of China;TWN;Total East Asia;Non-OECD
Tajikistan;TJK;Total E_ Europe & C_ Asia;Non-OECD
Tanzania, United Republic of;TZA;Total Africa;Non-OECD
Thailand;THA;Total East Asia;Non-OECD
Timor-Leste;TLS;Total East Asia;Non-OECD
Togo;TGO;Total Africa;Non-OECD
Tokelau;TKL;Total Various;Non-OECD
Tonga;TON;Total Various;Non-OECD
Trinidad and Tobago;TTO;Total Latin America;Non-OECD
Tunisia;TUN;Total Africa;Non-OECD
Turkey;TUR;Total West Asia;OECD
Turkmenistan;TKM;Total E_ Europe & C_ Asia;Non-OECD
Turks and Caicos Islands;TCA;Total Latin America;Non-OECD
Tuvalu;TUV;Total Various;Non-OECD
Uganda;UGA;Total Africa;Non-OECD
Ukraine;UKR;Total E_ Europe & C_ Asia;Non-OECD
United Arab Emirates;ARE;Total West Asia;Non-OECD
United Kingdom;GBR;Total West Europe;OECD
United States;USA;Total North America;OECD
United States Minor Outlying Islands;UMI;Total Various;Non-OECD
Uruguay;URY;Total Latin America;Non-OECD
Uzbekistan;UZB;Total E_ Europe & C_ Asia;Non-OECD
Vanuatu;VUT;Total Various;Non-OECD
Venezuela, Bolivarian Republic of;VEN;Total Latin America;Non-OECD
Viet Nam;VNM;Total East Asia;Non-OECD
Virgin Islands, British;VGB;Total Latin America;Non-OECD
Virgin Islands, U.S.;VIR;Total Latin America;Non-OECD
Wallis and Futuna;WLF;Total Various;Non-OECD
Western Sahara;ESH;Total Africa;Non-OECD
Yemen;YEM;Total West Asia;Non-OECD
Zambia;ZMB;Total Africa;Non-OECD
Zimbabwe;ZWE;Total Africa;Non-OECD
