Hong Kong;HKG;Asia Pacific;Non-OECD
Hungary;HUN;Europe;OECD
Iceland;ISL;Europe;OECD
India;IND;Asia Pacific;Non-OECD
Indonesia;IDN;Asia Pacific;Non-OECD
Iran, Islamic Republic of;IRN;Middle East;Non-OECD
Iraq;IRQ;Middle East;Non-OECD
Ireland;IRL;Europe;OECD
Isle of Man;IMN;rest;Non-OECD
Israel;ISR;Europe;OECD
Italy;ITA;Europe;OECD
Jamaica;JAM;rest;Non-OECD
Japan;JPN;Asia Pacific;OECD
Jersey;JEY;rest;Non-OECD
Jordan;JOR;Middle East;Non-OECD
Kazakhstan;KAZ;Eurasia;Non-OECD
Kenya;KEN;Africa;Non-OECD
Kiribati;KIR;rest;Non-OECD
Korea, Democratic People's Republic of;PRK;rest;Non-OECD
Korea, Republic of;KOR;Asia Pacific;OECD
Kuwait;KWT;Middle East;Non-OECD
Kyrgyzstan;KGZ;Eurasia;Non-OECD
Lao People's Democratic Republic;LAO;Asia Pacific;Non-OECD
Latvia;LVA;Europe;OECD
Lebanon;LBN;Middle East;Non-OECD
Lesotho;LSO;Africa;Non-OECD
Liberia;LBR;Africa;Non-OECD
Libya;LBY;Africa;Non-OECD
Liechtenstein;LIE;rest;Non-OECD
Lithuania;LTU;Europe;OECD
Luxembourg;LUX;Europe;OECD
Macao;MAC;rest;Non-OECD
Macedonia, the former Yugoslav Republic of;MKD;Europe;Non-OECD
Madagascar;MDG;Africa;Non-OECD
Malawi;MWI;Africa;Non-OECD
Malaysia;MYS;Asia Pacific;Non-OECD
Maldives;MDV;rest;Non-OECD
Mali;MLI;Africa;Non-OECD
Malta;MLT;Europe;Non-OECD
Marshall Islands;MHL;rest;Non-OECD
Martinique;MTQ;rest;Non-OECD
Mauritania;MRT;rest;Non-OECD
Mauritius;MUS;rest;Non-OECD
Mayotte;MYT;rest;Non-OECD
Mexico;MEX;North America;OECD
Micronesia, Federated States of;FSM;rest;Non-OECD
Moldova, Republic of;MDA;Europe;Non-OECD
Monaco;MCO;rest;Non-OECD
Mongolia;MNG;Asia Pacific;Non-OECD
Montenegro;MNE;Europe;Non-OECD
Montserrat;MSR;rest;Non-OECD
Morocco;MAR;rest;Non-OECD
Mozambique;MOZ;rest;Non-OECD
Myanmar;MMR;Asia Pacific;Non-OECD
Namibia;NAM;Africa;Non-OECD
Nauru;NRU;rest;Non-OECD
Nepal;NPL;Asia Pacific;Non-OECD
Netherlands;NLD;Europe;OECD
New Caledonia;NCL;rest;Non-OECD
New Zealand;NZL;Asia Pacific;OECD
Nicaragua;NIC;rest;Non-OECD
Niger;NER;Africa;Non-OECD
Nigeria;NGA;Africa;Non-OECD
Niue;NIU;rest;Non-OECD
Norfolk Island;NFK;rest;Non-OECD
Northern Mariana Islands;MNP;rest;Non-OECD
Norway;NOR;Europe;OECD
Oman;OMN;Middle East;Non-OECD
Pakistan;PAK;Asia Pacific;Non-OECD
Palau;PLW;rest;Non-OECD
Palestine, State of;PSE;rest;Non-OECD
Panama;PAN;rest;Non-OECD
Papua New Guinea;PNG;rest;Non-OECD
Paraguay;PRY;rest;Non-OECD
Peru;PER;Central and South America;Non-OECD
Philippines;PHL;Asia Pacific;Non-OECD
Pitcairn;PCN;rest;Non-OECD
Poland;POL;Europe;OECD
Portugal;PRT;Europe;OECD
Puerto Rico;PRI;rest;Non-OECD
Qatar;QAT;Middle East;Non-OECD
Reunion;REU;rest;Non-OECD
Romania;ROU;Europe;Non-OECD
Russian Federation;RUS;Eurasia;Non-OECD
Rwanda;RWA;Africa;Non-OECD
Saint Barthelemy;BLM;rest;Non-OECD
Saint Helena, Ascension and Tristan da Cunha;SHN;rest;Non-OECD
Saint Kitts and Nevis;KNA;rest;Non-OECD
Saint Lucia;LCA;rest;Non-OECD
Saint Martin (French part);MAF;rest;Non-OECD
Saint Pierre and Miquelon;SPM;rest;Non-OECD
Saint Vincent and the Grenadines;VCT;rest;Non-OECD
Samoa;WSM;rest;Non-OECD
San Marino;SMR;rest;Non-OECD
Sao Tome and Principe;STP;Africa;Non-OECD
Saudi Arabia;SAU;Middle East;Non-OECD
Senegal;SEN;Africa;Non-OECD
Serbia;SRB;Europe;Non-OECD
Seychelles;SYC;Africa;Non-OECD
Sierra Leone;SLE;Africa;Non-OECD
Singapore;SGP;Asia Pacific;Non-OECD
Sint Maarten (Dutch part);SXM;rest;Non-OECD
Slovakia;SVK;Europe;OECD
Slovenia;SVN;Europe;OECD
Solomon Islands;SLB;rest;Non-OECD
Somalia;SOM;Africa;Non-OECD
South Africa;ZAF;Africa;Non-OECD
South Georgia and the South Sandwich Islands;SGS;rest;Non-OECD
South Sudan;SSD;Africa;Non-OECD
Spain;ESP;Europe;OECD
Sri Lanka;LKA;Asia Pacific;Non-OECD
Sudan;SDN;Africa;Non-OECD
Suriname;SUR;Central and South America;Non-OECD
Svalbard and Jan Mayen;SJM;rest;Non-OECD
Swaziland;SWZ;Africa;Non-OECD
Sweden;SWE;Europe;OECD
Switzerland;CHE;Europe;OECD
Syrian Arab Republic;SYR;Middle East;Non-OECD
Taiwan, Province of China;TWN;rest;Non-OECD
Tajikistan;TJK;Eurasia;Non-OECD
Tanzania, United Republic of;TZA;Africa;Non-OECD
Thailand;THA;Asia Pacific;Non-OECD
Timor-Leste;TLS;rest;Non-OECD
Togo;TGO;Africa;Non-OECD
Tokelau;TKL;rest;Non-OECD
Tonga;TON;rest;Non-OECD
Trinidad and Tobago;TTO;Central and South America;Non-OECD
Tunisia;TUN;Africa;Non-OECD
Turkey;TUR;Europe;OECD
Turkmenistan;TKM;Eurasia;Non-OECD
Turks and Caicos Islands;TCA;rest;Non-OECD
Tuvalu;TUV;rest;Non-OECD
Uganda;UGA;Africa;Non-OECD
Ukraine;UKR;Europe;Non-OECD
United Arab Emirates;ARE;Middle East;Non-OECD
United Kingdom;GBR;Europe;OECD
United States;USA;North America;OECD
United States Minor Outlying Islands;UMI;rest;Non-OECD
Uruguay;URY;Central and South America;Non-OECD
Uzbekistan;UZB;Eurasia;Non-OECD
Vanuatu;VUT;rest;Non-OECD
Venezuela, Bolivarian Republic of;VEN;Central and South America;Non-OECD
Viet Nam;VNM;Asia Pacific;Non-OECD
Virgin Islands, British;VGB;rest;Non-OECD
Virgin Islands, U.S.;VIR;rest;Non-OECD
Wallis and Futuna;WLF;rest;Non-OECD
Western Sahara;ESH;rest;Non-OECD
Yemen;YEM;Middle East;Non-OECD
Zambia;ZMB;Africa;Non-OECD
Zimbabwe;ZWE;Africa;Non-OECD
