Cyprus;CYP;West Europe;Non-OECD
Czech Republic;CZE;Central Europe;OECD
Denmark;DNK;West Europe;OECD
Djibouti;DJI;Africa;Non-OECD
Dominica;DMA;Latin America;Non-OECD
Dominican Republic;DOM;Latin America;Non-OECD
Ecuador;ECU;Latin America;Non-OECD
Egypt;EGY;Africa;Non-OECD
El Salvador;SLV;Latin America;Non-OECD
Equatorial Guinea;GNQ;Africa;Non-OECD
Eritrea;ERI;Africa;Non-OECD
Estonia;EST;East Europe & Central Asia;OECD
Ethiopia;ETH;Africa;Non-OECD
Falkland Islands (Malvinas);FLK;Latin America;Non-OECD
Faroe Islands;FRO;West Europe;Non-OECD
Fiji;FJI;Oceania;Non-OECD
Finland;FIN;West Europe;OECD
France;FRA;West Europe;OECD
French Guiana;GUF;Latin America;Non-OECD
French Polynesia;PYF;rest;Non-OECD
French Southern Territories;ATF;rest;Non-OECD
Gabon;GAB;Africa;Non-OECD
Gambia;GMB;Africa;Non-OECD
Georgia;GEO;East Europe & Central Asia;Non-OECD
Germany;DEU;West Europe;OECD
Ghana;GHA;Africa;Non-OECD
Gibraltar;GIB;West Europe;Non-OECD
Greece;GRC;West Europe;OECD
Greenland;GRL;West Europe;Non-OECD
Grenada;GRD;Latin America;Non-OECD
Guadeloupe;GLP;Latin America;Non-OECD
Guam;GUM;rest;Non-OECD
Guatemala;GTM;Latin America;Non-OECD
Guernsey;GGY;West Europe;Non-OECD
Guinea;GIN;Africa;Non-OECD
Guinea-Bissau;GNB;Africa;Non-OECD
Guyana;GUY;Latin America;Non-OECD
Haiti;HTI;Latin America;Non-OECD
Heard Island and McDonald Islands;HMD;rest;Non-OECD
Holy See (Vatican City State);VAT;West Europe;Non-OECD
Honduras;HND;Latin America;Non-OECD
Hong Kong;HKG;East Asia;Non-OECD
Hungary;HUN;Central Europe;OECD
Iceland;ISL;West Europe;OECD
India;IND;South Asia;Non-OECD
Indonesia;IDN;East Asia;Non-OECD
Iran, Islamic Republic of;IRN;West Asia;Non-OECD
Iraq;IRQ;West Asia;Non-OECD
Ireland;IRL;West Europe;OECD
Isle of Man;IMN;West Europe;Non-OECD
Israel;ISR;West Asia;OECD
Italy;ITA;West Europe;OECD
Jamaica;JAM;Latin America;Non-OECD
Japan;JPN;East Asia;OECD
Jersey;JEY;West Europe;Non-OECD
Jordan;JOR;West Asia;Non-OECD
Kazakhstan;KAZ;East Europe & Central Asia;Non-OECD
Kenya;KEN;Africa;Non-OECD
Kiribati;KIR;rest;Non-OECD
Korea, Democratic People's Republic of;PRK;East Asia;Non-OECD
Korea, Republic of;KOR;East Asia;OECD
Kuwait;KWT;West Asia;Non-OECD
Kyrgyzstan;KGZ;East Europe & Central Asia;Non-OECD
Lao People's Democratic Republic;LAO;East Asia;Non-OECD
Latvia;LVA;East Europe & Central Asia;OECD
Lebanon;LBN;West Asia;Non-OECD
Lesotho;LSO;Africa;Non-OECD
Liberia;LBR;Africa;Non-OECD
Libya;LBY;Africa;Non-OECD
Liechtenstein;LIE;West Europe;Non-OECD
Lithuania;LTU;East Europe & Central Asia;OECD
Luxembourg;LUX;West Europe;OECD
Macao;MAC;East Asia;Non-OECD
Macedonia, the former Yugoslav Republic of;MKD;Central Europe;Non-OECD
Madagascar;MDG;Africa;Non-OECD
Malawi;MWI;Africa;Non-OECD
Malaysia;MYS;East Asia;Non-OECD
Maldives;MDV;rest;Non-OECD
Mali;MLI;Africa;Non-OECD
Malta;MLT;West Europe;Non-OECD
Marshall Islands;MHL;West Europe;Non-OECD
Martinique;MTQ;Latin America;Non-OECD
Mauritania;MRT;Africa;Non-OECD
Mauritius;MUS;Africa;Non-OECD
Mayotte;MYT;Africa;Non-OECD
Mexico;MEX;Latin America;OECD
Micronesia, Federated States of;FSM;rest;Non-OECD
Moldova, Republic of;MDA;East Europe & Central Asia;Non-OECD
Monaco;MCO;West Europe;Non-OECD
Mongolia;MNG;East Asia;Non-OECD
Montenegro;MNE;Central Europe;Non-OECD
Montserrat;MSR;Latin America;Non-OECD
Morocco;MAR;Africa;Non-OECD
Mozambique;MOZ;Africa;Non-OECD
Myanmar;MMR;East Asia;Non-OECD
Namibia;NAM;Africa;Non-OECD
Nauru;NRU;rest;Non-OECD
Nepal;NPL;South Asia;Non-OECD
Netherlands;NLD;West Europe;OECD
New Caledonia;NCL;Oceania;Non-OECD
New Zealand;NZL;Oceania;OECD
Nicaragua;NIC;Latin America;Non-OECD
Niger;NER;Africa;Non-OECD
Nigeria;NGA;Africa;Non-OECD
Niue;NIU;rest;Non-OECD
Norfolk Island;NFK;rest;Non-OECD
Northern Mariana Islands;MNP;rest;Non-OECD
Norway;NOR;West Europe;OECD
Oman;OMN;West Asia;Non-OECD
Pakistan;PAK;South Asia;Non-OECD
Palau;PLW;rest;Non-OECD
Palestine, State of;PSE;West Asia;Non-OECD
Panama;PAN;Latin America;Non-OECD
Papua New Guinea;PNG;Oceania;Non-OECD
Paraguay;PRY;Latin America;Non-OECD
Peru;PER;Latin America;Non-OECD
Philippines;PHL;East Asia;Non-OECD
Pitcairn;PCN;rest;Non-OECD
Poland;POL;Central Europe;OECD
Portugal;PRT;West Europe;OECD
Puerto Rico;PRI;Latin America;Non-OECD
Qatar;QAT;West Asia;Non-OECD
Reunion;REU;Africa;Non-OECD
Romania;ROU;Central Europe;Non-OECD
Russian Federation;RUS;East Europe & Central Asia;Non-OECD
Rwanda;RWA;Africa;Non-OECD
Saint Barthelemy;BLM;Latin America;Non-OECD
Saint Helena, Ascension and Tristan da Cunha;SHN;rest;Non-OECD
Saint Kitts and Nevis;KNA;Latin America;Non-OECD
Saint Lucia;LCA;Latin America;Non-OECD
Saint Martin (French part);MAF;Latin America;Non-OECD
Saint Pierre and Miquelon;SPM;rest;Non-OECD
Saint Vincent and the Grenadines;VCT;Latin America;Non-OECD
Samoa;WSM;rest;Non-OECD
San Marino;SMR;West Europe;Non-OECD
Sao Tome and Principe;STP;Africa;Non-OECD
Saudi Arabia;SAU;West Asia;Non-OECD
Senegal;SEN;Africa;Non-OECD
Serbia;SRB;Central Europe;Non-OECD
Seychelles;SYC;Africa;Non-OECD
Sierra Leone;SLE;Africa;Non-OECD
Singapore;SGP;East Asia;Non-OECD
Sint Maarten (Dutch part);SXM;Latin America;Non-OECD
Slovakia;SVK;Central Europe;OECD
Slovenia;SVN;Central Europe;OECD
Solomon Islands;SLB;rest;Non-OECD
Somalia;SOM;Africa;Non-OECD
South Africa;ZAF;Africa;Non-OECD
South Georgia and the South Sandwich Islands;SGS;rest;Non-OECD
South Sudan;SSD;Africa;Non-OECD
Spain;ESP;West Europe;OECD
Sri Lanka;LKA;South Asia;Non-OECD
Sudan;SDN;Africa;Non-OECD
Suriname;SUR;Latin America;Non-OECD
Svalbard and Jan Mayen;SJM;rest;Non-OECD
Swaziland;SWZ;Africa;Non-OECD
Sweden;SWE;West Europe;OECD
Switzerland;CHE;West Europe;OECD
Syrian Arab Republic;SYR;West Asia;Non-OECD
Taiwan, Province of China;TWN;East Asia;Non-OECD
Tajikistan;TJK;East Europe & Central Asia;Non-OECD
Tanzania, United Republic of;TZA;Africa;Non-OECD
Thailand;THA;East Asia;Non-OECD
Timor-Leste;TLS;East Asia;Non-OECD
Togo;TGO;Africa;Non-OECD
Tokelau;TKL;rest;Non-OECD
Tonga;TON;rest;Non-OECD
Trinidad and Tobago;TTO;Latin America;Non-OECD
Tunisia;TUN;Africa;Non-OECD
Turkey;TUR;West Asia;OECD
Turkmenistan;TKM;East Europe & Central Asia;Non-OECD
Turks and Caicos Islands;TCA;Latin America;Non-OECD
Tuvalu;TUV;rest;Non-OECD
Uganda;UGA;Africa;Non-OECD
Ukraine;UKR;East Europe & Central Asia;Non-OECD
United Arab Emirates;ARE;West Asia;Non-OECD
United Kingdom;GBR;West Europe;OECD
United States;USA;North America;OECD
United States Minor Outlying Islands;UMI;rest;Non-OECD
Uruguay;URY;Latin America;Non-OECD
Uzbekistan;UZB;East Europe & Central Asia;Non-OECD
Vanuatu;VUT;rest;Non-OECD
Venezuela, Bolivarian Republic of;VEN;Latin America;Non-OECD
Viet Nam;VNM;East Asia;Non-OECD
Virgin Islands, British;VGB;Latin America;Non-OECD
Virgin Islands, U.S.;VIR;Latin America;Non-OECD
Wallis and Futuna;WLF;rest;Non-OECD
Western Sahara;ESH;Africa;Non-OECD
Yemen;YEM;West Asia;Non-OECD
Zambia;ZMB;Africa;Non-OECD
Zimbabwe;ZWE;Africa;Non-OECD
